ItemId,categoryid,parentid
10632,1680,587
10633,769,587
10634,173,788
10635,929,1027
10637,342,500
10638,1007,485
10641,1680,587
10643,876,580
10650,1441,1566
10651,780,1067
10653,1172,810
10654,1342,362
10655,739,1181
10657,1007,485
10658,65,293
10659,1258,1386
10660,451,945
10662,389,1259
10670,1020,1329
10673,746,1200
10674,619,145
10675,1167,250
10677,242,1531
10681,126,871
10682,782,1562
10684,1173,805
10685,1061,1259
10686,1147,1027
10688,646,1606
10691,1011,745
10692,1279,1606
10693,1255,587
10694,1007,485
10699,3,1281
10700,1244,500
10701,273,362
10703,1244,500
10707,1298,335
10710,686,594
10711,1432,362
10713,1167,250
10718,1179,580
10720,403,1687
10723,342,500
10724,637,92
10725,1674,1420
10728,65,293
10729,248,1596
10730,565,500
10731,414,206
10733,1504,587
10734,242,1531
10735,915,1550
10738,1018,1331
10739,228,1482
10740,1344,713
10742,1301,1034
10744,227,602
10749,1503,580
10750,302,1458
10754,1503,580
10755,1250,1423
10756,739,1181
10758,1504,587
10761,389,1259
10762,1285,1259
10764,1408,1259
10768,1493,594
10769,1007,485
10771,1084,194
10775,202,1008
10776,338,275
10780,1250,1423
10781,1142,485
10782,619,145
10786,333,1497
10788,769,587
10790,792,805
10791,1301,1034
10792,1483,561
10793,575,1257
10799,746,1200
10800,1500,1515
10802,1142,485
10803,1680,587
10804,844,1458
10805,1343,25
10806,84,1308
10809,208,33
10812,976,1009
10813,403,1687
10814,1250,1423
10816,579,1371
10818,1147,1027
10820,1301,1034
10821,1007,485
10825,1522,1009
10830,1265,1136
10834,686,594
10836,619,145
10837,719,908
10839,936,143
10841,173,788
10844,282,113
10846,792,805
10847,1694,1621
10848,769,587
10849,806,1497
10850,269,33
10852,421,1424
10853,1007,485
10854,366,143
10856,218,116
10858,276,1516
10859,209,293
10860,471,1368
10862,643,346
10867,728,1009
10870,1250,1423
10872,1483,561
10873,342,500
10876,1205,580
10880,248,1596
10881,461,1229
10883,1432,362
10885,1051,955
10886,130,145
10887,1076,986
10889,227,602
10890,274,381
10893,363,994
10894,1376,480
10895,578,1278
10897,1504,587
10898,741,362
10900,158,1621
10902,1070,1423
10909,173,788
10910,769,587
10915,686,594
10917,828,293
10920,618,105
10922,844,1458
10923,996,1259
10924,65,293
10925,1173,805
10926,1343,25
10928,1171,938
10929,842,1518
10930,1007,485
10931,562,986
10933,242,1531
10937,320,854
10939,324,1145
10940,876,580
10943,130,145
10944,1542,745
10951,914,226
10952,921,143
10953,217,908
10954,578,1278
10960,741,362
10961,173,788
10962,227,602
10964,1277,312
10966,624,871
10969,1447,351
10972,1483,561
10973,1205,580
10974,342,500
10975,546,250
10976,1244,500
10979,1474,480
10980,242,1531
10981,179,1259
10984,1070,1423
10986,1589,1426
10987,1301,1034
10988,704,1426
10990,1007,485
10992,779,1669
10993,342,500
10996,936,143
10997,606,810
10998,1577,362
11003,1073,580
11005,1404,593
11006,1477,206
11007,1359,1215
11008,1483,561
11009,1051,955
11010,421,1424
11012,130,145
11013,769,587
11014,251,194
11016,1113,1145
11017,1051,955
11020,1007,485
11021,65,293
11024,619,145
11025,208,33
11027,769,587
11028,891,1012
11029,342,500
11030,907,768
11031,1084,194
11032,1301,1034
11033,1674,1420
11035,242,1531
11037,1171,938
11041,342,500
11044,618,105
11048,389,1259
11050,89,937
11051,74,250
11053,1477,206
11055,1256,879
11056,1098,897
11057,1694,1621
11059,126,871
11063,1059,1696
11064,1135,1329
11065,1221,1426
11067,619,145
11070,1613,250
11074,342,500
11075,1393,1383
11076,1073,580
11077,1279,1606
11079,284,1009
11080,1258,1386
11084,1301,1034
11085,1373,872
11086,628,149
11088,1244,500
11090,1135,1329
11092,324,1145
11094,518,362
11095,352,859
11096,208,33
11097,333,1497
11100,976,1009
11104,1069,362
11105,782,1562
11108,126,871
11110,1301,1034
11111,479,520
11116,172,1290
11118,220,795
11119,173,788
11123,414,206
11124,35,20
11128,414,206
11132,219,1081
11141,746,1200
11142,1680,587
11146,173,788
11147,1500,1515
11149,1076,986
11151,1084,194
11154,508,362
11156,1172,810
11160,242,1531
11161,173,788
11163,1317,897
11167,1084,194
11168,984,827
11172,1070,1423
11173,842,1518
11174,217,908
11175,1007,485
11176,683,1606
11179,1301,1034
11182,242,1531
11184,1359,1215
11187,746,1200
11189,1634,143
11190,568,384
11193,769,587
11194,353,755
11197,988,727
11201,65,293
11204,173,788
11206,1117,14
11208,224,1487
11210,1250,1423
11212,141,1502
11213,1118,727
11217,1142,485
11218,579,1371
11219,1493,594
11220,926,852
11221,135,1618
11223,610,1239
11225,217,908
11227,329,250
11228,1172,810
11229,1441,1566
11230,988,727
11231,66,1430
11232,1359,1215
11233,173,788
11234,1186,312
11236,1069,362
11237,1581,854
11239,439,1012
11240,519,385
11243,1421,105
11244,712,1453
11245,1070,1423
11249,248,1596
11251,130,145
11252,64,206
11253,1680,587
11254,342,500
11255,256,1257
11256,147,714
11257,1084,194
11258,646,1606
11263,173,788
11264,1533,602
11266,535,426
11267,1113,1145
11272,331,1487
11273,242,1531
11274,1634,143
11275,421,1424
11276,421,1424
11283,771,1251
11287,64,206
11288,196,1667
11290,421,1424
11295,1151,781
11297,65,293
11302,947,1012
11303,1317,897
11305,1421,105
11306,1474,480
11308,686,594
11310,618,105
11311,1261,25
11313,1051,955
11314,508,362
11315,683,1606
11317,646,1606
11318,1301,1034
11319,1483,561
11320,1007,485
11321,928,20
11322,1343,25
11323,218,116
11325,1512,1687
11329,1674,1420
11332,691,1079
11334,64,206
11338,545,143
11339,1301,1034
11340,1250,1423
11341,1,854
11342,984,827
11343,1221,1426
11344,184,1009
11345,282,113
11346,403,1687
11347,389,1259
11349,228,1482
11352,1142,485
11356,1069,362
11358,1680,587
11359,619,145
11362,1279,1606
11364,739,1181
11368,84,1308
11369,1320,879
11372,926,852
11377,173,788
11378,1135,1329
11380,1256,879
11381,352,859
11382,1625,1141
11388,1287,1009
11389,1694,1621
11393,1142,485
11394,389,1259
11395,1477,206
11396,1418,896
11397,619,145
11399,1250,1423
11400,1388,1249
11401,209,293
11402,1675,1550
11404,342,500
11408,224,1487
11410,342,500
11411,220,795
11417,828,293
11420,219,1081
11422,282,113
11424,1418,896
11425,406,872
11427,926,852
11435,330,986
11436,1044,1687
11439,1113,1145
11440,471,1368
11441,333,1497
11446,342,500
11447,1510,1009
11450,1675,1550
11451,1320,879
11452,133,114
11454,792,805
11455,403,1687
11457,746,1200
11460,421,1424
11465,959,1095
11466,389,1259
11467,1250,1423
11468,535,426
11469,1142,485
11471,575,1257
11473,1167,250
11474,173,788
11475,628,149
11479,172,1290
11480,1084,194
11484,278,362
11485,769,587
11488,1172,810
11490,1007,485
11492,1529,805
11493,65,293
11494,1301,1034
11495,1277,312
11496,1007,485
11498,1301,1034
11502,389,1259
11503,1301,1034
11506,1147,1027
11510,782,1562
11511,929,1027
11516,844,1458
11518,730,1482
11519,227,602
11520,1241,101
11522,1493,594
11523,1117,14
11527,1179,580
11528,619,145
11529,438,312
11530,996,1259
11531,819,798
11532,959,1095
11534,959,1095
11535,612,54
11536,1477,206
11537,1378,322
11539,619,145
11540,619,145
11541,1196,1181
11543,1188,1497
11544,1301,1034
11546,464,143
11548,237,1550
11552,69,485
11554,1254,520
11555,1483,561
11559,1677,896
11560,342,500
11562,1221,1426
11564,769,587
11566,424,341
11567,1051,955
11568,1301,1034
11571,769,587
11572,531,1058
11574,1301,1034
11575,1303,252
11576,769,587
11577,984,827
11579,769,587
11590,342,500
11591,1301,1034
11594,374,131
11595,173,788
11596,1504,587
11601,1113,1145
11602,1301,1034
11604,624,871
11605,342,500
11606,342,500
11607,686,594
11609,575,1257
11611,816,623
11612,1040,1516
11614,268,138
11615,1179,580
11616,184,1009
11617,421,1424
11618,1445,293
11619,844,1458
11620,1273,125
11621,366,143
11624,828,293
11626,360,1174
11628,1344,713
11629,1375,805
11630,936,143
11631,342,500
11636,1070,1423
11637,999,1621
11639,1404,593
11641,1421,105
11645,1250,1423
11647,773,1696
11649,342,500
11650,244,1495
11651,1221,1426
11652,1007,485
11653,1035,920
11657,1271,1259
11658,1007,485
11659,196,1667
11661,769,587
11662,801,766
11665,41,1658
11671,691,1079
11677,342,500
11683,1483,561
11685,1147,1027
11686,1038,1174
11688,1639,1181
11689,1029,1181
11690,1147,1027
11691,598,362
11693,481,1009
11694,806,1497
11695,330,986
11699,624,871
11701,958,1041
11703,324,1145
11705,1142,485
11706,342,500
11707,686,594
11708,1310,1009
11710,1273,125
11711,546,250
11713,481,1009
11715,1196,1181
11718,769,587
11720,41,1658
11722,1355,312
11723,130,145
11732,769,587
11733,1076,986
11734,819,798
11735,1142,485
11736,1504,587
11737,1338,1278
11738,1345,1056
11741,1002,879
11742,130,145
11743,1196,1181
11744,1250,1423
11747,1248,1368
11748,220,795
11750,769,587
11753,508,362
11754,1070,1423
11756,1007,485
11757,1375,805
11759,166,1259
11761,1431,1066
11763,1054,520
11766,1247,593
11768,487,1141
11772,703,1531
11773,959,1095
11774,130,145
11776,1193,1453
11777,779,1669
11779,1344,713
11780,1338,1278
11781,1221,1426
11782,1338,1278
11784,414,206
11785,508,362
11787,270,143
11790,911,1531
11792,769,587
11795,421,1424
11797,184,1009
11800,1197,777
11802,374,131
11803,921,143
11806,1312,713
11807,1663,1398
11808,1022,252
11810,618,105
11816,705,1487
11819,586,1519
11821,342,500
11822,876,580
11823,558,92
11825,474,903
11827,842,1518
11829,48,500
11831,342,500
11833,1483,561
11834,1282,25
11837,561,395
11838,1476,1081
11839,1355,312
11841,1070,1423
11845,65,293
11847,1483,561
11848,1578,1249
11849,1639,1181
11850,1493,594
11851,598,362
11852,1262,1658
11853,1084,194
11854,1007,485
11855,1513,1416
11856,646,1606
11858,952,362
11860,1007,485
11861,1253,127
11864,1560,293
11868,1135,1329
11871,1413,1313
11872,173,788
11873,1191,61
11875,646,1606
11877,173,788
11878,801,766
11881,1159,71
11882,769,587
11885,1611,1081
11886,1244,500
11887,967,378
11888,819,798
11889,1680,587
11892,686,594
11899,769,587
11900,988,727
11902,29,1678
11903,1522,1009
11909,589,1308
11911,130,145
11913,535,426
11914,508,362
11915,792,805
11917,472,1259
11921,421,1424
11922,279,777
11923,406,872
11928,130,145
11929,1500,1515
11933,1172,810
11936,70,8
11937,589,1308
11938,1301,1034
11940,227,602
11941,1084,194
11943,324,1145
11948,217,908
11950,1613,250
11951,1007,485
11952,1247,593
11955,1277,312
11958,65,293
11959,646,1606
11964,1277,312
11965,1236,1141
11967,646,1606
11970,1595,1673
11971,1404,593
11972,1244,500
11973,1035,920
11974,984,827
11975,683,1606
11976,1493,594
11979,106,381
11980,1378,322
11983,130,145
11987,414,206
11992,996,1259
11998,451,945
12000,209,293
12001,988,727
12004,988,727
12005,686,594
12006,64,206
12010,1533,602
12011,1320,879
12014,1070,1423
12015,1085,1228
12017,1006,1546
12018,1069,362
12020,84,1308
12024,1172,810
12027,637,92
12028,342,500
12032,1455,213
12033,430,1502
12036,1483,561
12038,619,145
12040,491,679
12041,1142,485
12042,1051,955
12045,561,395
12048,436,1518
12049,1135,1329
12052,1196,1181
12054,1577,362
12057,1509,620
12058,1677,896
12062,64,206
12065,227,602
12066,1613,250
12067,396,164
12068,1258,1386
12076,1680,587
12082,69,485
12083,1477,206
12084,546,250
12086,1623,1066
12088,242,1531
12089,1535,727
12094,89,937
12095,1114,113
12097,421,1424
12102,493,1331
12104,1007,485
12105,618,105
12107,436,1518
12112,1378,322
12113,1542,745
12116,1255,587
12118,730,1482
12119,1489,1009
12120,1186,312
12122,1333,127
12123,1318,986
12124,173,788
12125,1375,805
12127,1061,1259
12128,575,1257
12131,1421,105
12132,642,250
12134,769,587
12138,769,587
12139,1135,1329
12140,921,143
12142,79,1687
12143,808,1272
12145,209,293
12148,881,1012
12149,173,788
12151,612,54
12153,278,362
12156,1480,1398
12162,227,602
12164,1675,1550
12166,1680,587
12167,272,1687
12170,1301,1034
12172,680,114
12174,1680,587
12178,884,127
12179,988,727
12180,686,594
12182,1078,1249
12188,646,1606
12189,47,381
12191,68,1687
12193,1675,1550
12194,1091,573
12196,72,620
12197,806,1497
12198,324,1145
12199,1171,938
12201,1250,1423
12204,1142,485
12206,518,362
12208,1142,485
12209,209,293
12211,414,206
12213,1172,810
12217,1375,805
12223,1029,1181
12227,1477,206
12228,1404,593
12230,1051,955
12234,1250,1423
12235,472,1259
12237,1552,1259
12239,342,500
12240,173,788
12245,242,1531
12247,1277,312
12250,806,1497
12251,1051,955
12252,1007,485
12256,534,1009
12257,1301,1034
12259,421,1424
12260,596,799
12264,342,500
12265,1504,587
12268,342,500
12269,646,1606
12273,328,54
12274,1070,1423
12275,1051,955
12276,196,1667
12277,729,1175
12278,1114,113
12287,1061,1259
12288,282,113
12292,1007,485
12293,828,293
12301,1069,362
12302,330,986
12303,64,206
12304,730,1482
12305,366,143
12306,1535,727
12309,1172,810
12311,387,1621
12312,1179,580
12313,799,920
12314,535,426
12318,558,92
12321,421,1424
12323,342,500
12328,173,788
12330,1219,121
12331,1634,143
12333,568,384
12334,209,293
12335,481,1009
12336,1509,620
12337,1435,131
12340,59,995
12341,434,968
12342,1421,105
12343,1574,1257
12344,1250,1423
12345,1404,593
12346,331,1487
12347,1577,362
12349,499,986
12350,1301,1034
12352,1441,1566
12353,1220,125
12354,1301,1034
12356,330,986
12357,333,1497
12358,1680,587
12360,342,500
12363,417,1215
12367,1493,594
12371,1301,1034
12373,242,1531
12375,1503,580
12379,642,250
12380,769,587
12383,403,1687
12388,158,1621
12389,1043,226
12392,1435,131
12394,1113,1145
12398,1301,1034
12400,800,383
12405,984,827
12410,780,1067
12417,84,1308
12422,984,827
12423,1509,620
12425,65,293
12428,1250,1423
12432,686,594
12433,1506,213
12434,1255,587
12435,319,92
12436,1008,1424
12439,844,1458
12441,414,206
12442,1298,335
12448,498,506
12449,242,1531
12450,959,1095
12452,1043,226
12462,342,500
12464,1535,727
12465,1680,587
12466,730,1482
12469,1167,250
12470,819,798
12471,79,1687
12472,1680,587
12473,1680,587
12476,595,186
12479,1634,143
12481,196,1667
12485,342,500
12486,828,293
12487,64,206
12488,1142,485
12489,1375,805
12490,928,20
12491,792,805
12493,637,92
12494,769,587
12495,1117,14
12496,1418,896
12498,546,250
12499,1172,810
12500,1126,905
12501,175,1492
12503,1301,1034
12504,1493,594
12506,1271,1259
12507,173,788
12510,842,1518
12511,342,500
12512,473,1058
12513,1233,1257
12514,126,871
12518,496,893
12520,464,143
12522,342,500
12523,1613,250
12525,1098,897
12526,209,293
12530,976,1009
12531,1388,1249
12535,65,293
12541,1244,500
12552,209,293
12553,490,647
12554,863,194
12555,342,500
12556,175,1492
12558,1069,362
12559,518,362
12560,1613,250
12563,1117,14
12564,342,500
12565,1217,630
12568,1680,587
12569,1300,127
12570,352,859
12572,450,1492
12573,184,1009
12574,1544,679
12575,692,213
12576,1172,810
12578,494,768
12580,263,143
12581,1477,206
12582,263,143
12583,1285,1259
12586,1051,955
12587,1287,1009
12591,1167,250
12596,1114,113
12597,173,788
12599,227,602
12600,619,145
12604,1206,1518
12610,1318,986
12618,1061,1259
12624,342,500
12625,1680,587
12626,342,500
12628,219,1081
12630,1279,1606
12631,1192,955
12633,1163,561
12634,1007,485
12636,173,788
12638,342,500
12639,242,1531
12642,414,206
12645,959,1095
12646,618,105
12647,1680,587
12653,769,587
12654,1680,587
12656,1279,1606
12659,769,587
12661,578,1278
12662,208,33
12666,988,727
12668,342,500
12669,618,105
12670,535,426
12674,65,293
12676,1167,250
12678,780,1067
12681,1231,901
12682,741,362
12683,1221,1426
12686,619,145
12687,342,500
12695,120,897
12696,1454,1596
12697,681,8
12698,1301,1034
12699,1680,587
12700,1250,1423
12701,360,1174
12702,619,145
12703,1250,1423
12705,342,500
12711,756,489
12715,806,1497
12716,1120,250
12718,1086,250
12720,1652,1368
12721,646,1606
12723,996,1259
12725,242,1531
12727,436,1518
12731,1142,485
12732,1680,587
12733,928,20
12735,976,1009
12736,1076,986
12744,1318,986
12746,438,312
12748,1167,250
12749,741,362
12750,1250,1423
12752,1421,105
12757,1221,1426
12765,1279,1606
12766,208,33
12767,532,945
12768,1250,1423
12772,1317,897
12773,926,852
12774,227,602
12776,1447,351
12778,1135,1329
12780,342,500
12782,739,1181
12786,1248,1368
12794,1542,745
12795,1007,485
12796,1603,520
12797,1378,322
12802,1069,362
12803,1070,1423
12804,342,500
12806,1567,1531
12807,342,500
12808,1584,1562
12809,1007,485
12812,1070,1423
12813,439,1012
12814,227,602
12818,508,362
12819,508,362
12820,261,1229
12823,173,788
12824,926,852
12825,769,587
12826,1578,1249
12827,1613,250
12833,926,852
12835,342,500
12836,1317,897
12839,1680,587
12840,342,500
12842,1694,1621
12843,1279,1606
12844,619,145
12845,1192,955
12847,70,8
12853,1113,1145
12854,1301,1034
12855,598,362
12857,208,33
12859,491,679
12862,801,766
12863,546,250
12864,342,500
12865,5,1637
12867,1007,485
12868,330,986
12874,1037,402
12875,508,362
12877,130,145
12882,1069,362
12884,1142,485
12888,173,788
12890,697,418
12893,959,1095
12894,1070,1423
12895,1675,1550
12897,1250,1423
12899,1142,485
12901,1374,1278
12903,173,788
12904,65,293
12908,1142,485
12910,65,293
12911,1233,1257
12913,769,587
12914,1007,485
12916,1196,1181
12917,389,1259
12918,126,871
12919,324,1145
12921,534,1009
12922,518,362
12924,1680,587
12927,1196,1181
12928,1301,1034
12931,173,788
12932,1634,143
12934,646,1606
12936,463,250
12938,637,92
12939,184,1009
12945,967,378
12946,421,1424
12948,160,605
12953,124,104
12954,342,500
12955,1084,194
12956,333,1497
12961,242,1531
12962,1483,561
12964,342,500
12965,259,71
12966,56,1497
12968,1007,485
12969,739,1181
12971,1432,362
12973,1410,1495
12975,414,206
12977,999,1621
12983,1343,25
12986,1483,561
12987,396,164
12988,1483,561
12990,65,293
12991,1250,1423
12992,586,1519
12993,242,1531
12996,618,105
12997,1002,879
12998,844,1458
12999,1196,1181
13002,921,143
13003,490,647
13005,1578,1249
13006,1061,1259
13007,227,602
13014,1504,587
13016,532,945
13020,884,127
13021,739,1181
13023,1007,485
13024,414,206
13027,1445,293
13028,479,520
13029,65,293
13032,1074,339
13033,1619,1398
13034,184,1009
13036,342,500
13040,976,1009
13041,1007,485
13042,959,1095
13046,1221,1426
13048,1483,561
13055,284,1009
13056,996,1259
13057,414,206
13058,479,520
13061,1221,1426
13062,686,594
13064,1120,250
13066,959,1095
13067,130,145
13068,1301,1034
13069,173,788
13072,561,395
13073,1167,250
13075,381,1482
13080,1663,1398
13082,1007,485
13084,1680,587
13085,914,226
13088,1503,580
13092,818,852
13093,1255,587
13094,1629,250
13096,1613,250
13097,1084,194
13099,1120,250
13100,624,871
13102,619,145
13104,799,920
13105,1076,986
13108,1503,580
13110,624,871
13112,707,561
13114,48,500
13115,320,854
13120,1542,745
13121,414,206
13123,242,1531
13125,618,105
13126,1048,1308
13129,329,250
13131,1680,587
13133,782,1562
13134,438,312
13135,1381,336
13136,1474,480
13137,421,1424
13138,1577,362
13141,1301,1034
13145,342,500
13146,64,206
13147,769,587
13149,1061,1259
13150,84,1308
13153,578,1278
13154,1250,1423
13156,876,580
13157,242,1531
13159,333,1497
13160,806,1497
13161,928,20
13166,1628,605
13167,389,1259
13170,1147,1027
13171,1244,500
13173,1070,1423
13174,414,206
13175,79,1687
13176,224,1487
13178,1245,1259
13183,1147,1027
13184,130,145
13185,977,871
13188,1286,854
13189,1320,879
13191,833,901
13192,1434,1136
13193,1325,1684
13197,130,145
13198,342,500
13199,173,788
13201,578,1278
13202,1098,897
13203,1359,1215
13204,769,587
13205,799,920
13209,342,500
13211,208,33
13212,844,1458
13214,1228,121
13215,1455,213
13217,1301,1034
13218,1163,561
13219,1402,250
13220,360,1174
13221,686,594
13223,561,395
13224,509,110
13225,342,500
13230,1301,1034
13232,1262,1658
13235,1255,587
13236,1680,587
13238,1142,485
13241,1421,105
13242,205,381
13243,911,1531
13245,749,1687
13247,1301,1034
13249,1070,1423
13251,1084,194
13254,547,1550
13258,769,587
13260,493,1331
13261,421,1424
13263,209,293
13264,225,593
13265,1262,1658
13270,184,1009
13272,354,1009
13274,173,788
13275,342,500
13284,769,587
13285,1007,485
13286,1421,105
13287,209,293
13288,251,194
13290,269,33
13291,1429,593
13293,251,194
13294,988,727
13295,342,500
13298,828,293
13299,406,872
13301,999,1621
13309,1221,1426
13317,1142,485
13319,1007,485
13320,342,500
13321,876,580
13322,196,1667
13325,1076,986
13326,739,1181
13328,1069,362
13329,1623,1066
13333,1051,955
13335,403,1687
13336,1038,1174
13339,209,293
13341,575,1257
13343,924,1416
13346,196,1667
13347,1007,485
13353,1076,986
13357,1248,1368
13365,1421,105
13367,342,500
13368,173,788
13369,1279,1606
13370,586,1519
13371,1477,206
13372,769,587
13373,1007,485
13374,1447,351
13375,730,1482
13376,1167,250
13377,1445,293
13387,984,827
13388,535,426
13392,808,1272
13395,730,1482
13398,1359,1215
13400,1250,1423
13401,691,1079
13403,665,520
13407,74,250
13410,389,1259
13411,1221,1426
13412,1301,1034
13413,50,312
13414,977,871
13415,173,788
13417,914,226
13421,115,1110
13425,269,33
13426,1653,393
13427,1280,605
13428,130,145
13432,686,594
13433,342,500
13434,493,1331
13436,1069,362
13437,389,1259
13440,828,293
13441,1070,1423
13442,926,852
13443,389,1259
13447,1262,1658
13448,1113,1145
13449,209,293
13450,1007,485
13453,1167,250
13455,1483,561
13458,575,1257
13459,511,724
13461,1119,125
13462,289,1416
13463,173,788
13465,1255,587
13466,1047,127
13467,1061,1259
13468,1404,593
13469,1172,810
13470,342,500
13472,1186,312
13479,1560,293
13480,1007,485
13482,1627,827
13484,806,1497
13485,1070,1423
13488,259,71
13493,1375,805
13495,65,293
13496,769,587
13498,1163,561
13500,518,362
13505,436,1518
13506,342,500
13509,704,1426
13510,561,395
13511,769,587
13513,535,426
13514,1250,1423
13520,646,1606
13522,282,113
13524,267,1566
13526,1098,897
13530,65,293
13532,562,986
13535,977,871
13536,1613,250
13538,1113,1145
13539,1120,250
13542,792,805
13543,1070,1423
13544,1674,1420
13547,1248,1368
13551,434,968
13552,209,293
13554,130,145
13556,844,1458
13557,342,500
13559,436,1518
13560,479,520
13561,1301,1034
13562,1196,1181
13564,1610,92
13565,999,1621
13568,1613,250
13570,1250,1423
13577,390,1546
13579,1069,362
13580,1529,805
13582,1002,879
13583,1007,485
13584,1147,1027
13586,769,587
13588,1007,485
13590,342,500
13592,342,500
13593,1205,580
13596,1250,1423
13597,650,1416
13598,1378,322
13600,1318,986
13604,1578,1249
13609,173,788
13610,227,602
13611,48,500
13612,741,362
13615,70,8
13619,65,293
13623,976,1009
13627,324,1145
13628,41,1658
13630,449,1139
13633,342,500
13634,352,859
13638,1441,1566
13639,1220,125
13640,330,986
13642,491,679
13643,414,206
13644,1493,594
13645,374,131
13646,84,1308
13648,330,986
13649,3,1281
13650,1343,25
13651,1355,312
13653,829,1518
13655,1301,1034
13656,65,293
13657,1375,805
13658,1076,986
13659,828,293
13661,1220,125
13668,1245,1259
13669,1255,587
13670,1163,561
13671,1680,587
13672,1007,485
13673,1526,1621
13674,512,362
13675,342,500
13679,1277,312
13680,782,1562
13681,479,520
13683,1567,1531
13686,833,901
13688,173,788
13690,984,827
13694,1425,385
13697,1073,580
13699,342,500
13702,1645,1534
13703,64,206
13705,64,206
13706,1404,593
13712,998,653
13713,535,426
13714,331,1487
13717,1542,745
13720,606,810
13721,1542,745
13729,1512,1687
13730,589,1308
13731,34,1368
13732,1404,593
13735,1250,1423
13742,1006,1546
13744,1317,897
13746,173,788
13747,858,1426
13750,64,206
13751,1613,250
13752,1169,92
13753,1542,745
13754,1343,25
13755,999,1621
13757,1120,250
13759,227,602
13760,928,20
13762,1,854
13763,769,587
13765,289,1416
13768,1120,250
13770,508,362
13771,451,945
13772,64,206
13775,586,1519
13779,53,1202
13782,1172,810
13787,1255,587
13788,956,879
13790,617,131
13792,1040,1516
13794,769,587
13795,1486,140
13798,1250,1423
13800,475,1550
13801,769,587
13804,1147,1027
13805,1177,381
13806,484,127
13808,1120,250
13809,74,250
13810,1421,105
13811,360,1174
13812,86,937
13814,637,92
13815,320,854
13822,1301,1034
13823,176,713
13827,227,602
13830,173,788
13835,1565,1481
13836,782,1562
13837,1404,593
13841,1250,1423
13843,683,1606
13848,1301,1034
13850,429,113
13851,959,1095
13852,5,1637
13853,1498,580
13856,1113,1145
13857,342,500
13860,1073,580
13861,683,1606
13863,1051,955
13871,1577,362
13872,479,520
13879,618,105
13881,1113,1145
13883,921,143
13884,342,500
13888,342,500
13891,598,362
13896,819,798
13898,1142,485
13899,1255,587
13900,769,587
13904,1007,485
13911,179,1259
13912,273,362
13913,342,500
13915,472,1259
13916,342,500
13918,479,520
13919,1038,1174
13921,1674,1420
13924,208,33
13925,1051,955
13926,228,1482
13931,259,71
13932,769,587
13933,1221,1426
13939,84,1308
13940,739,1181
13943,1404,593
13945,173,788
13947,801,766
13948,472,1259
13949,1483,561
13953,244,1495
13954,254,866
13956,342,500
13958,1404,593
13960,952,362
13963,1205,580
13966,516,1031
13967,52,1678
13968,1305,1214
13969,769,587
13971,1287,1009
13972,1295,9
13973,769,587
13974,1142,485
13979,1070,1423
13981,74,250
13985,1302,1600
13986,618,105
13988,1342,362
13989,1680,587
13990,237,1550
13993,224,1487
13994,416,1299
14000,1142,485
14002,389,1259
14003,406,872
14006,1114,113
14007,239,1515
14012,65,293
14014,173,788
14016,924,1416
14021,769,587
14022,1578,1249
14027,1040,1516
14029,1054,520
14031,1279,1606
14034,126,871
14037,746,1200
14038,1277,312
14039,578,1278
14040,65,293
14041,730,1482
14042,1255,587
14046,1051,955
14047,687,933
14049,558,92
14051,959,1095
14059,242,1531
14061,1400,335
14062,613,798
14063,959,1095
14064,1577,362
14068,1244,500
14070,967,378
14072,923,1009
14073,1265,1136
14074,1302,1600
14078,642,250
14079,512,362
14082,1218,203
14083,354,1009
14084,1301,1034
14085,769,587
14089,135,1618
14090,1210,1259
14091,765,1229
14092,976,1009
14095,1301,1034
14096,769,587
14099,1493,594
14100,198,1009
14102,828,293
14104,1142,485
14107,1421,105
14108,1142,485
14109,1680,587
14114,586,1519
14117,1142,485
14118,1344,713
14119,1250,1423
14120,769,587
14121,368,901
14122,1120,250
14125,598,362
14126,936,143
14127,324,1145
14128,342,500
14129,1172,810
14130,769,587
14135,599,1499
14136,1493,594
14137,236,647
14142,1388,1249
14143,1285,1259
14148,126,871
14149,1191,61
14150,1171,938
14151,546,250
14154,1649,945
14156,360,1174
14162,461,1229
14164,1279,1606
14165,669,1266
14167,1119,125
14168,209,293
14169,1623,1066
14170,1220,125
14173,730,1482
14174,1322,252
14176,457,250
14177,173,788
14178,730,1482
14181,499,986
14182,342,500
14184,1485,250
14187,741,362
14188,828,293
14190,1286,854
14191,84,1308
14193,1576,1012
14196,342,500
14197,342,500
14198,855,1591
14199,256,1257
14200,926,852
14201,130,145
14203,1142,485
14204,1254,520
14205,1246,945
14208,1374,1278
14215,546,250
14219,1,854
14220,819,798
14222,976,1009
14225,1250,1423
14228,130,145
14229,315,131
14232,3,1281
14235,691,1079
14238,1007,485
14239,1694,1621
14240,769,587
14241,173,788
14243,646,1606
14244,959,1095
14248,988,727
14249,242,1531
14251,730,1482
14252,1528,1426
14253,414,206
14254,769,587
14255,479,520
14258,1542,745
14260,1147,1027
14265,1613,250
14269,342,500
14270,1169,92
14272,730,1482
14275,730,1482
14277,730,1482
14279,929,1027
14281,414,206
14282,828,293
14284,1084,194
14285,64,206
14286,1393,1383
14287,1113,1145
14288,185,131
14291,1084,194
14292,1007,485
14294,160,605
14300,1142,485
14303,173,788
14305,807,620
14306,508,362
14307,546,250
14310,47,381
